"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"1-4 years"	"1-4"	"Female"	"F"	11	1310892	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"1-4 years"	"1-4"	"Male"	"M"	11	1371406	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"5-14 years"	"5-14"	"Male"	"M"	11	3837272	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	14	3474377	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	17	3580675	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	23	3666927	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	27	3581629	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	77	4458109	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	88	4314659	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	209	3937276	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	243	3729725	6.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	369	2597428	14.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	365	2341598	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"65-74 years"	"65-74"	"Female"	"F"	739	2061685	35.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"65-74 years"	"65-74"	"Male"	"M"	807	1657235	48.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	1582	1660391	95.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	1358	1043058	130.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	1850	688638	268.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	800	267892	298.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"< 1 year"	"1"	"Female"	"F"	15	326745	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"< 1 year"	"1"	"Male"	"M"	22	341614	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"1-4 years"	"1-4"	"Female"	"F"	10	1308190	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"5-14 years"	"5-14"	"Male"	"M"	11	3817086	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	10	3521268	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	12	3640312	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	21	3618978	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	40	3540708	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	83	4411363	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	101	4266444	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	197	3969883	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	230	3764464	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"55-64 years"	"55-64"	"Female"	"F"	354	2745543	12.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	410	2484162	16.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"65-74 years"	"65-74"	"Female"	"F"	760	2035787	37.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"65-74 years"	"65-74"	"Male"	"M"	787	1644652	47.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	1620	1669900	97.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	1429	1060798	134.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	1815	696504	260.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	866	275896	313.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	36	4458109	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	83	4314659	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	79	3937276	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	293	3729725	7.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	72	2597428	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	129	2341598	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"65-74 years"	"65-74"	"Female"	"F"	82	2061685	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"65-74 years"	"65-74"	"Male"	"M"	69	1657235	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	69	1660391	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	50	1043058	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	22	688638	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	12	267892	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	30	4411363	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	100	4266444	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	107	3969883	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	306	3764464	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"55-64 years"	"55-64"	"Female"	"F"	64	2745543	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	169	2484162	6.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"65-74 years"	"65-74"	"Female"	"F"	64	2035787	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"65-74 years"	"65-74"	"Male"	"M"	82	1644652	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"75-84 years"	"75-84"	"Female"	"F"	58	1669900	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	47	1060798	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"85+ years"	"85+"	"Female"	"F"	17	696504	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2002"	"2002"	"85+ years"	"85+"	"Male"	"M"	15	275896	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	28	3474377	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	14	3580675	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	181	3666927	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	236	3581629	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	546	4458109	12.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	971	4314659	22.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	347	3937276	8.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	970	3729725	26.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	92	2597428	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	330	2341598	14.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"65-74 years"	"65-74"	"Female"	"F"	25	2061685	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"65-74 years"	"65-74"	"Male"	"M"	81	1657235	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	17	1043058	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	20	3521268	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	20	3640312	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	149	3618978	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	179	3540708	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	523	4411363	11.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	890	4266444	20.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	368	3969883	9.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	1011	3764464	26.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"55-64 years"	"55-64"	"Female"	"F"	89	2745543	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"55-64 years"	"55-64"	"Male"	"M"	301	2484162	12.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"65-74 years"	"65-74"	"Female"	"F"	21	2035787	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"65-74 years"	"65-74"	"Male"	"M"	101	1644652	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2002"	"2002"	"75-84 years"	"75-84"	"Male"	"M"	16	1060798	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"< 1 year"	"1"	"Female"	"F"	12	332439	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"< 1 year"	"1"	"Male"	"M"	17	347985	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	13	3666927	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	18	3581629	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	16	4458109	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	38	4314659	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	45	3937276	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	65	3729725	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	58	2597428	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	75	2341598	3.2
