"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	24	3514160	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	27	3459182	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	66	3840698	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	67	3704667	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	181	4337383	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	223	4136525	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	402	3446956	11.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	468	3172022	14.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"65-74 years"	"65-74"	"Female"	"F"	647	2137817	30.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"65-74 years"	"65-74"	"Male"	"M"	665	1788614	37.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"75-84 years"	"75-84"	"Female"	"F"	1342	1561116	86.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"75-84 years"	"75-84"	"Male"	"M"	1208	1064581	113.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	1740	810265	214.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	960	365611	262.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"< 1 year"	"1"	"Female"	"F"	18	308272	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"< 1 year"	"1"	"Male"	"M"	16	322683	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	11	3784679	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	14	3926437	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	23	3542636	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	11	3488819	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	67	3768430	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	67	3632913	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	171	4348826	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	237	4146986	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	415	3542140	11.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	447	3267764	13.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"65-74 years"	"65-74"	"Female"	"F"	670	2172306	30.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"65-74 years"	"65-74"	"Male"	"M"	680	1823502	37.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"75-84 years"	"75-84"	"Female"	"F"	1236	1546270	79.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"75-84 years"	"75-84"	"Male"	"M"	1118	1063053	105.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	1687	823724	204.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	979	375978	260.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	17	3840698	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	31	3704667	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	110	4337383	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	240	4136525	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	127	3446956	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	386	3172022	12.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"65-74 years"	"65-74"	"Female"	"F"	49	2137817	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"65-74 years"	"65-74"	"Male"	"M"	78	1788614	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"75-84 years"	"75-84"	"Female"	"F"	63	1561116	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"75-84 years"	"75-84"	"Male"	"M"	45	1064581	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"85+ years"	"85+"	"Female"	"F"	13	810265	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2009"	"2009"	"85+ years"	"85+"	"Male"	"M"	13	365611	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	15	3768430	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	36	3632913	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	92	4348826	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	246	4146986	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	146	3542140	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	413	3267764	12.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"65-74 years"	"65-74"	"Female"	"F"	60	2172306	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"65-74 years"	"65-74"	"Male"	"M"	90	1823502	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"75-84 years"	"75-84"	"Female"	"F"	42	1546270	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"75-84 years"	"75-84"	"Male"	"M"	41	1063053	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"85+ years"	"85+"	"Female"	"F"	19	823724	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2010"	"2010"	"85+ years"	"85+"	"Male"	"M"	16	375978	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	12	3777409	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	11	3923106	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	40	3514160	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	78	3459182	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	164	3840698	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	255	3704667	6.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	269	4337383	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	553	4136525	13.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	151	3446956	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	367	3172022	11.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"65-74 years"	"65-74"	"Female"	"F"	42	2137817	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"65-74 years"	"65-74"	"Male"	"M"	98	1788614	5.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2009"	"2009"	"75-84 years"	"75-84"	"Male"	"M"	22	1064581	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	14	3926437	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"25-34 years"	"25-34"	"Female"	"F"	30	3542636	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	58	3488819	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	123	3768430	3.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	215	3632913	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"45-54 years"	"45-54"	"Female"	"F"	227	4348826	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	523	4146986	12.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"55-64 years"	"55-64"	"Female"	"F"	133	3542140	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	383	3267764	11.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"65-74 years"	"65-74"	"Female"	"F"	34	2172306	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"65-74 years"	"65-74"	"Male"	"M"	99	1823502	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"75-84 years"	"75-84"	"Female"	"F"	11	1546270	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2010"	"2010"	"75-84 years"	"75-84"	"Male"	"M"	15	1063053	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"< 1 year"	"1"	"Male"	"M"	12	328905	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	10	3777409	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	10	3923106	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	10	3514160	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	16	3840698	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	20	3704667	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	45	4337383	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	52	4136525	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"55-64 years"	"55-64"	"Female"	"F"	56	3446956	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	72	3172022	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2009"	"2009"	"65-74 years"	"65-74"	"Female"	"F"	76	2137817	3.6
