"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	22	4297554	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	16	4102008	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	43	3339342	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	46	3064392	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"65-74 years"	"65-74"	"Female"	"F"	119	2082673	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"65-74 years"	"65-74"	"Male"	"M"	102	1736436	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	441	1591742	27.7
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	299	1073829	27.8
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	614	791186	77.6
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	326	352128	92.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2007"	"2007"	"65-74 years"	"65-74"	"Male"	"M"	12	1670925	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	12	1617224	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	10	1080323	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	10	338976	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	11	3064392	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	11	1591742	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	10	1073829	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	13	791186	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	10	352128	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	10	1617224	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	10	1591742	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	11	791186	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"< 1 year"	"1"	"Female"	"F"	13	323096	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"< 1 year"	"1"	"Male"	"M"	24	338080	7.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"5-14 years"	"5-14"	"Male"	"M"	10	3554006	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	16	3880433	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	29	3437663	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	18	3379005	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	79	4049841	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	86	3907984	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	221	4258397	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	252	4063024	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	392	3264717	12.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	465	2989481	15.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"65-74 years"	"65-74"	"Female"	"F"	662	2014622	32.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"65-74 years"	"65-74"	"Male"	"M"	734	1670925	43.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	1453	1617224	89.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	1238	1080323	114.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	1785	774156	230.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2007"	"2007"	"85+ years"	"85+"	"Male"	"M"	967	338976	285.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"< 1 year"	"1"	"Female"	"F"	27	321344	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"< 1 year"	"1"	"Male"	"M"	30	336277	8.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	14	3752835	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	19	3472949	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	27	3418095	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	70	3950560	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	101	3811255	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	185	4297554	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	254	4102008	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	408	3339342	12.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	487	3064392	15.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"65-74 years"	"65-74"	"Female"	"F"	681	2082673	32.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"65-74 years"	"65-74"	"Male"	"M"	717	1736436	41.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	1369	1591742	86.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	1212	1073829	112.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	1727	791186	218.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	993	352128	282.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	20	4049841	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	53	3907984	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	110	4258397	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	304	4063024	7.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	90	3264717	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	329	2989481	11.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"65-74 years"	"65-74"	"Female"	"F"	59	2014622	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"65-74 years"	"65-74"	"Male"	"M"	85	1670925	5.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	61	1617224	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	43	1080323	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2007"	"2007"	"85+ years"	"85+"	"Female"	"F"	20	774156	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	19	3950560	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	47	3811255	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	102	4297554	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	271	4102008	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	129	3339342	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	356	3064392	11.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"65-74 years"	"65-74"	"Female"	"F"	64	2082673	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"65-74 years"	"65-74"	"Male"	"M"	76	1736436	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	61	1591742	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	44	1073829	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"85+ years"	"85+"	"Female"	"F"	19	791186	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2008"	"2008"	"85+ years"	"85+"	"Male"	"M"	10	352128	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	14	3731156	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	16	3880433	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	64	3437663	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	70	3379005	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	272	4049841	6.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	434	3907984	11.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	368	4258397	8.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	683	4063024	16.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	112	3264717	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	350	2989481	11.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"65-74 years"	"65-74"	"Female"	"F"	25	2014622	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"65-74 years"	"65-74"	"Male"	"M"	102	1670925	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	10	1617224	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	20	1080323	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	16	3752835	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	12	3904471	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"25-34 years"	"25-34"	"Female"	"F"	50	3472949	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	79	3418095	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	208	3950560	5.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	339	3811255	8.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	317	4297554	7.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	606	4102008	14.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"55-64 years"	"55-64"	"Female"	"F"	126	3339342	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	403	3064392	13.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"65-74 years"	"65-74"	"Female"	"F"	33	2082673	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"65-74 years"	"65-74"	"Male"	"M"	93	1736436	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"75-84 years"	"75-84"	"Female"	"F"	11	1591742	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2008"	"2008"	"75-84 years"	"75-84"	"Male"	"M"	25	1073829	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"< 1 year"	"1"	"Female"	"F"	11	323096	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	12	3880433	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	11	3379005	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	16	4049841	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	18	3907984	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"45-54 years"	"45-54"	"Female"	"F"	34	4258397	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	43	4063024	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"55-64 years"	"55-64"	"Female"	"F"	54	3264717	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"55-64 years"	"55-64"	"Male"	"M"	83	2989481	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"65-74 years"	"65-74"	"Female"	"F"	85	2014622	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"65-74 years"	"65-74"	"Male"	"M"	112	1670925	6.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"75-84 years"	"75-84"	"Female"	"F"	140	1617224	8.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2007"	"2007"	"75-84 years"	"75-84"	"Male"	"M"	128	1080323	11.8
