"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	11	3498383	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	20	3752937	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	30	3664912	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	90	4474834	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	110	4333048	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	162	3794812	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	268	3588491	7.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	317	2530234	12.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	361	2277137	15.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"65-74 years"	"65-74"	"Female"	"F"	750	2096915	35.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"65-74 years"	"65-74"	"Male"	"M"	739	1671357	44.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"75-84 years"	"75-84"	"Female"	"F"	1521	1644519	92.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"75-84 years"	"75-84"	"Male"	"M"	1276	1021032	125.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	1919	678461	282.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	780	259998	300.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	24	4471904	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	89	4330292	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	58	3701596	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	212	3494484	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"55-64 years"	"55-64"	"Female"	"F"	49	2490616	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	81	2240726	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"65-74 years"	"65-74"	"Female"	"F"	71	2112718	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"65-74 years"	"65-74"	"Male"	"M"	83	1677845	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"75-84 years"	"75-84"	"Female"	"F"	57	1627643	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"75-84 years"	"75-84"	"Male"	"M"	61	1008566	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	20	665957	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	14	252186	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	10	3664912	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	38	4474834	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	84	4333048	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	74	3794812	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	265	3588491	7.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	62	2530234	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	108	2277137	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"65-74 years"	"65-74"	"Female"	"F"	73	2096915	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"65-74 years"	"65-74"	"Male"	"M"	75	1671357	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"75-84 years"	"75-84"	"Female"	"F"	65	1644519	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"75-84 years"	"75-84"	"Male"	"M"	67	1021032	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	27	678461	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	14	259998	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	10	1405005	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"5-14 years"	"5-14"	"Female"	"F"	12	3641769	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"5-14 years"	"5-14"	"Male"	"M"	15	3826706	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	25	3369688	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	25	3465227	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	251	3825868	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	348	3732733	9.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	603	4471904	13.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	1164	4330292	26.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	344	3701596	9.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	981	3494484	28.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"55-64 years"	"55-64"	"Female"	"F"	69	2490616	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	306	2240726	13.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"65-74 years"	"65-74"	"Female"	"F"	27	2112718	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"65-74 years"	"65-74"	"Male"	"M"	104	1677845	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"1999"	"1999"	"75-84 years"	"75-84"	"Male"	"M"	21	1008566	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"5-14 years"	"5-14"	"Female"	"F"	10	3659944	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"5-14 years"	"5-14"	"Male"	"M"	11	3845924	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	25	3405526	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	21	3498383	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	212	3752937	5.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	297	3664912	8.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	552	4474834	12.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	1012	4333048	23.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	357	3794812	9.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	1027	3588491	28.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	87	2530234	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	309	2277137	13.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"65-74 years"	"65-74"	"Female"	"F"	17	2096915	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"65-74 years"	"65-74"	"Male"	"M"	97	1671357	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2000"	"2000"	"75-84 years"	"75-84"	"Male"	"M"	14	1021032	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	11	322552	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	17	337909	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"1-4 years"	"1-4"	"Male"	"M"	10	1405005	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	18	3825868	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	17	3732733	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	35	4471904	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	61	4330292	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"45-54 years"	"45-54"	"Female"	"F"	64	3701596	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	73	3494484	2.1
