"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"55-64 years"	"55-64"	"Male"	"M"	52	3731937	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	169	2900579	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	125	2512576	5.0
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"75-84 years"	"75-84"	"Female"	"F"	253	1612356	15.7
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	191	1190748	16.0
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	383	894051	42.8
	"Census Region 1: Northeast"	"CENS-R1"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	189	456707	41.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	22	1142964	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	18	454529	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	18	1190748	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Tuberculosis (A16-A19)"	"GR113-004"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	12	456707	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	15	1142964	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	14	454529	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Respiratory tuberculosis (A16)"	"GR113-005"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	12	1190748	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"< 1 year"	"1"	"Male"	"M"	10	319058	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"15-24 years"	"15-24"	"Female"	"F"	10	3638965	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"15-24 years"	"15-24"	"Male"	"M"	15	3746170	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"25-34 years"	"25-34"	"Female"	"F"	23	3843275	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"25-34 years"	"25-34"	"Male"	"M"	22	3911393	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"35-44 years"	"35-44"	"Female"	"F"	43	3468225	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"35-44 years"	"35-44"	"Male"	"M"	61	3386488	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"45-54 years"	"45-54"	"Female"	"F"	162	3944282	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"45-54 years"	"45-54"	"Male"	"M"	239	3757897	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"55-64 years"	"55-64"	"Female"	"F"	473	4009611	11.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	543	3727307	14.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	857	2850396	30.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	875	2462621	35.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	1172	1558813	75.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	1044	1142964	91.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	1680	899374	186.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	1186	454529	260.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"25-34 years"	"25-34"	"Female"	"F"	17	3821266	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"25-34 years"	"25-34"	"Male"	"M"	40	3902512	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"35-44 years"	"35-44"	"Female"	"F"	55	3453393	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"35-44 years"	"35-44"	"Male"	"M"	61	3382148	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"45-54 years"	"45-54"	"Female"	"F"	157	3814710	4.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"45-54 years"	"45-54"	"Male"	"M"	164	3636060	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"55-64 years"	"55-64"	"Female"	"F"	417	4012935	10.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"55-64 years"	"55-64"	"Male"	"M"	529	3731937	14.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	800	2900579	27.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	876	2512576	34.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"75-84 years"	"75-84"	"Female"	"F"	1127	1612356	69.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	1095	1190748	92.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	1523	894051	170.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2018"	"2018"	"85+ years"	"85+"	"Male"	"M"	1180	456707	258.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"35-44 years"	"35-44"	"Male"	"M"	13	3386488	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"45-54 years"	"45-54"	"Female"	"F"	28	3944282	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"45-54 years"	"45-54"	"Male"	"M"	82	3757897	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"55-64 years"	"55-64"	"Female"	"F"	86	4009611	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	238	3727307	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	51	2850396	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	149	2462621	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	42	1558813	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	24	1142964	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	21	899374	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	20	454529	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"35-44 years"	"35-44"	"Male"	"M"	21	3382148	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"45-54 years"	"45-54"	"Female"	"F"	28	3814710	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"45-54 years"	"45-54"	"Male"	"M"	52	3636060	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"55-64 years"	"55-64"	"Female"	"F"	85	4012935	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"55-64 years"	"55-64"	"Male"	"M"	158	3731937	4.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	37	2900579	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	116	2512576	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"75-84 years"	"75-84"	"Female"	"F"	37	1612356	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	44	1190748	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2018"	"2018"	"85+ years"	"85+"	"Female"	"F"	22	894051	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"25-34 years"	"25-34"	"Female"	"F"	24	3843275	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"25-34 years"	"25-34"	"Male"	"M"	44	3911393	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"35-44 years"	"35-44"	"Female"	"F"	38	3468225	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"35-44 years"	"35-44"	"Male"	"M"	68	3386488	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"45-54 years"	"45-54"	"Female"	"F"	95	3944282	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"45-54 years"	"45-54"	"Male"	"M"	148	3757897	3.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"55-64 years"	"55-64"	"Female"	"F"	90	4009611	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	240	3727307	6.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	45	2850396	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	115	2462621	4.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	17	1558813	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	35	1142964	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"25-34 years"	"25-34"	"Female"	"F"	10	3821266	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"25-34 years"	"25-34"	"Male"	"M"	39	3902512	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"35-44 years"	"35-44"	"Female"	"F"	28	3453393	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"35-44 years"	"35-44"	"Male"	"M"	50	3382148	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"45-54 years"	"45-54"	"Female"	"F"	75	3814710	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"45-54 years"	"45-54"	"Male"	"M"	135	3636060	3.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"55-64 years"	"55-64"	"Female"	"F"	105	4012935	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"55-64 years"	"55-64"	"Male"	"M"	229	3731937	6.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"65-74 years"	"65-74"	"Female"	"F"	49	2900579	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"65-74 years"	"65-74"	"Male"	"M"	110	2512576	4.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2018"	"2018"	"75-84 years"	"75-84"	"Male"	"M"	36	1190748	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"< 1 year"	"1"	"Female"	"F"	10	304386	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"< 1 year"	"1"	"Male"	"M"	13	319058	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"25-34 years"	"25-34"	"Male"	"M"	15	3911393	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"35-44 years"	"35-44"	"Female"	"F"	15	3468225	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"35-44 years"	"35-44"	"Male"	"M"	14	3386488	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"45-54 years"	"45-54"	"Female"	"F"	41	3944282	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"45-54 years"	"45-54"	"Male"	"M"	44	3757897	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"55-64 years"	"55-64"	"Female"	"F"	78	4009611	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"55-64 years"	"55-64"	"Male"	"M"	120	3727307	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"65-74 years"	"65-74"	"Female"	"F"	155	2850396	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"65-74 years"	"65-74"	"Male"	"M"	168	2462621	6.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"75-84 years"	"75-84"	"Female"	"F"	184	1558813	11.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"75-84 years"	"75-84"	"Male"	"M"	175	1142964	15.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"85+ years"	"85+"	"Female"	"F"	245	899374	27.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2017"	"2017"	"85+ years"	"85+"	"Male"	"M"	181	454529	39.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2018"	"2018"	"< 1 year"	"1"	"Female"	"F"	10	297991	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2018"	"2018"	"< 1 year"	"1"	"Male"	"M"	17	312417	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2018"	"2018"	"25-34 years"	"25-34"	"Female"	"F"	11	3821266	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2018"	"2018"	"25-34 years"	"25-34"	"Male"	"M"	15	3902512	Unreliable
