"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	34	3410885	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	78	4212192	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	87	4067775	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	191	4154704	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	229	3959056	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	381	3070908	12.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	476	2796568	17.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"65-74 years"	"65-74"	"Female"	"F"	684	1988853	34.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"65-74 years"	"65-74"	"Male"	"M"	703	1634541	43.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	1562	1654802	94.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	1293	1084471	119.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	1924	734381	262.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2005"	"2005"	"85+ years"	"85+"	"Male"	"M"	922	308709	298.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"< 1 year"	"1"	"Female"	"F"	16	316889	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"< 1 year"	"1"	"Male"	"M"	22	331795	6.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"1-4 years"	"1-4"	"Male"	"M"	11	1333300	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	13	3850004	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	32	3376091	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	70	4141242	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	81	3995976	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	195	4212381	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	263	4018117	6.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	406	3173369	12.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	427	2897402	14.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"65-74 years"	"65-74"	"Female"	"F"	722	1986662	36.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"65-74 years"	"65-74"	"Male"	"M"	698	1640200	42.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	1493	1635957	91.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	1295	1082397	119.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	1761	754794	233.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Septicemia (A40-A41)"	"GR113-010"	"2006"	"2006"	"85+ years"	"85+"	"Male"	"M"	969	324573	298.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	19	4212192	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	61	4067775	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	92	4154704	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	285	3959056	7.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	81	3070908	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	173	2796568	6.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"65-74 years"	"65-74"	"Female"	"F"	58	1988853	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"65-74 years"	"65-74"	"Male"	"M"	62	1634541	3.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	58	1654802	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	39	1084471	3.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	17	734381	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	12	4141242	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	41	3995976	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	113	4212381	2.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	329	4018117	8.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	90	3173369	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	266	2897402	9.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"65-74 years"	"65-74"	"Female"	"F"	56	1986662	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"65-74 years"	"65-74"	"Male"	"M"	73	1640200	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"75-84 years"	"75-84"	"Female"	"F"	71	1635957	4.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	43	1082397	4.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Viral hepatitis (B15-B19)"	"GR113-015"	"2006"	"2006"	"85+ years"	"85+"	"Female"	"F"	22	754794	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"15-24 years"	"15-24"	"Female"	"F"	15	3654777	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	21	3804375	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	74	3481943	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	117	3410885	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	347	4212192	8.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	577	4067775	14.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	368	4154704	8.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	845	3959056	21.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	104	3070908	3.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	383	2796568	13.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"65-74 years"	"65-74"	"Female"	"F"	31	1988853	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"65-74 years"	"65-74"	"Male"	"M"	85	1634541	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	12	1084471	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	21	3696845	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	21	3850004	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"25-34 years"	"25-34"	"Female"	"F"	57	3443015	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	106	3376091	3.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	314	4141242	7.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	519	3995976	13.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"45-54 years"	"45-54"	"Female"	"F"	352	4212381	8.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	781	4018117	19.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"55-64 years"	"55-64"	"Female"	"F"	100	3173369	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	321	2897402	11.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"65-74 years"	"65-74"	"Female"	"F"	29	1986662	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"65-74 years"	"65-74"	"Male"	"M"	85	1640200	5.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	"2006"	"2006"	"75-84 years"	"75-84"	"Male"	"M"	19	1082397	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"< 1 year"	"1"	"Male"	"M"	11	332511	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"5-14 years"	"5-14"	"Female"	"F"	10	3482979	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"35-44 years"	"35-44"	"Female"	"F"	26	4212192	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	35	4067775	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"45-54 years"	"45-54"	"Female"	"F"	53	4154704	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	126	3959056	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"55-64 years"	"55-64"	"Female"	"F"	76	3070908	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	97	2796568	3.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"65-74 years"	"65-74"	"Female"	"F"	98	1988853	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"65-74 years"	"65-74"	"Male"	"M"	113	1634541	6.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"75-84 years"	"75-84"	"Female"	"F"	171	1654802	10.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"75-84 years"	"75-84"	"Male"	"M"	163	1084471	15.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	"2005"	"2005"	"85+ years"	"85+"	"Female"	"F"	156	734381	21.2
